tottr,hhmem,mode_category,duration_min,trip_distance_miles,arr_time,dep_time,city_from_zip,travel_date,gender,age,citizen,driver_license,transit_pass,car_sharing,employment,job_count,empl_sec_loc,workday_count,hour_per_week,workday_flex,commute_mode,empl_industry,empl_occupation,disabled,transit_trip,transit_subsidy,walk_trips,bike_trips,student,school_grade,school_city,school_mode,education,person_trips,HOVL,Moto_trip,race,workday_range,incentive,vehicle_count,bike_count,residence_type,home_own,income,persons_count,worker_count,student_count,license_count,trip_count,home_city,vehicle_op_count,home_primarycity,WMO_code,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_dur (s),total_ precip (mm),rain (mm),snowfall (cm),precip_hours (h),model_year,body_type,fuel_type1,purchase_type,ownership,transmission,cylinders,veh_type
1.0,0.0,5.0,1.0,0.0565479622642105,16:29:00,16:28:00,Greater Los Angeles Area,2012-12-07,2.0,17.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,32.0,1.0,5.0,72.0,35.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,,,1.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,2,1,1,4,4,3,2,3,10,BARSTOW,2.0,BARSTOW,2.0,22.4,7.6,14.1,12.7,35880.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,25.0,11.5870851501873,20:35:00,20:10:00,Greater Los Angeles Area,2012-12-07,2.0,17.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,32.0,1.0,5.0,72.0,35.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,,,1.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,2,2,1,1,4,4,3,2,3,10,BARSTOW,2.0,BARSTOW,2.0,22.4,7.6,14.1,12.7,35880.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,10.0,3.3498263117613,08:40:00,08:30:00,Greater Los Angeles Area,2012-12-17,2.0,62.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,5.0,62.0,29.0,2.0,10.0,2.0,0.0,2.0,2.0,8.0,LOMA LINDA,5.0,6.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,0,1,1,6,2,2,1,2,6,GRAND TERRACE,2.0,GRAND TERRACE,51.0,13.4,9.4,11.1,10.4,35612.27,2.2,2.2,0.0,11.0,2006.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0
1.0,0.0,5.0,15.0,4.5183190833188,12:45:00,12:30:00,Greater Los Angeles Area,2012-12-17,2.0,62.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,5.0,62.0,29.0,2.0,10.0,2.0,0.0,2.0,2.0,8.0,LOMA LINDA,5.0,6.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,0,1,1,6,2,2,1,2,6,GRAND TERRACE,2.0,GRAND TERRACE,51.0,13.4,9.4,11.1,10.4,35612.27,2.2,2.2,0.0,11.0,2006.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0
1.0,0.0,5.0,15.0,4.48422815377483,14:00:00,13:45:00,Greater Los Angeles Area,2012-12-17,2.0,62.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,5.0,62.0,29.0,2.0,10.0,2.0,0.0,2.0,2.0,8.0,LOMA LINDA,5.0,6.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,0,1,1,6,2,2,1,2,6,GRAND TERRACE,2.0,GRAND TERRACE,51.0,13.4,9.4,11.1,10.4,35612.27,2.2,2.2,0.0,11.0,2006.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0
1.0,0.0,5.0,30.0,3.34377215549002,17:30:00,17:00:00,Greater Los Angeles Area,2012-12-17,2.0,62.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,5.0,62.0,29.0,2.0,10.0,2.0,0.0,2.0,2.0,8.0,LOMA LINDA,5.0,6.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,0,1,1,6,2,2,1,2,6,GRAND TERRACE,2.0,GRAND TERRACE,51.0,13.4,9.4,11.1,10.4,35612.27,2.2,2.2,0.0,11.0,2006.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0
2.0,1.0,6.0,60.0,15.3263413232988,11:30:00,10:30:00,Greater Los Angeles Area,2012-12-29,1.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,REDLANDS,5.0,3.0,4.0,2.0,1.0,1.0,"[5, 6, 7, nan, nan, nan, nan]",2,3,2,1,1,8,3,3,1,3,13,REDLANDS,3.0,REDLANDS,61.0,10.0,3.2,6.0,3.5,35704.11,6.5,6.5,0.0,12.0,2012.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
3.0,1.0,6.0,20.0,16.6085658967773,12:10:00,11:50:00,Greater Los Angeles Area,2012-12-29,1.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,REDLANDS,5.0,3.0,4.0,2.0,1.0,1.0,"[5, 6, 7, nan, nan, nan, nan]",2,3,2,1,1,8,3,3,1,3,13,REDLANDS,3.0,REDLANDS,61.0,10.0,3.2,6.0,3.5,35704.11,6.5,6.5,0.0,12.0,2012.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
4.0,1.0,6.0,48.0,30.62152164064,13:43:00,12:55:00,Greater Los Angeles Area,2012-12-29,1.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,REDLANDS,5.0,3.0,4.0,2.0,1.0,1.0,"[5, 6, 7, nan, nan, nan, nan]",2,3,2,1,1,8,3,3,1,3,13,REDLANDS,3.0,REDLANDS,61.0,10.0,3.2,6.0,3.5,35704.11,6.5,6.5,0.0,12.0,2012.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
3.0,1.0,6.0,7.0,2.61066124959995,14:20:00,14:13:00,Greater Los Angeles Area,2012-12-29,1.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,REDLANDS,5.0,3.0,4.0,2.0,1.0,1.0,"[5, 6, 7, nan, nan, nan, nan]",2,3,2,1,1,8,3,3,1,3,13,REDLANDS,3.0,REDLANDS,61.0,10.0,3.2,6.0,3.5,35704.11,6.5,6.5,0.0,12.0,2012.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
1.0,0.0,5.0,5.0,1.0615753520232,08:50:00,08:45:00,Greater Los Angeles Area,2013-01-24,2.0,21.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,25.0,1.0,5.0,48.0,39.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,FONTANA,5.0,3.0,4.0,2.0,1.0,3.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,4,4,1,3,5,3,3,3,12,RIALTO,3.0,RIALTO,53.0,17.5,11.2,14.1,13.1,37281.12,3.3,3.3,0.0,10.0,1998.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,5.0,1.06157535202335,17:05:00,17:00:00,Greater Los Angeles Area,2013-01-24,2.0,21.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,25.0,1.0,5.0,48.0,39.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,FONTANA,5.0,3.0,4.0,2.0,1.0,3.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,4,4,1,3,5,3,3,3,12,RIALTO,3.0,RIALTO,53.0,17.5,11.2,14.1,13.1,37281.12,3.3,3.3,0.0,10.0,1998.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,25.0,6.17899488830417,18:25:00,18:00:00,Greater Los Angeles Area,2013-01-24,2.0,21.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,25.0,1.0,5.0,48.0,39.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,FONTANA,5.0,3.0,4.0,2.0,1.0,3.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,4,4,1,3,5,3,3,3,12,RIALTO,3.0,RIALTO,53.0,17.5,11.2,14.1,13.1,37281.12,3.3,3.3,0.0,10.0,1998.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,25.0,6.17781160885362,20:25:00,20:00:00,Greater Los Angeles Area,2013-01-24,2.0,21.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,25.0,1.0,5.0,48.0,39.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,FONTANA,5.0,3.0,4.0,2.0,1.0,3.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,4,4,1,3,5,3,3,3,12,RIALTO,3.0,RIALTO,53.0,17.5,11.2,14.1,13.1,37281.12,3.3,3.3,0.0,10.0,1998.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
2.0,1.0,5.0,40.0,29.3716644816531,14:10:00,13:30:00,Greater Los Angeles Area,2013-01-04,2.0,22.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,44.0,41.0,2.0,0.0,2.0,2.0,2.0,1.0,7.0,RIVERSIDE,5.0,3.0,2.0,1.0,1.0,3.0,"[7, 6, nan, nan, nan, nan, nan]",1,5,2,1,1,2,4,2,2,4,4,SAN BERNARDINO,5.0,SAN BERNARDINO,0.0,15.5,-0.8,6.4,2.6,35870.67,0.0,0.0,0.0,0.0,2005.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
2.0,1.0,5.0,35.0,31.3694839179804,23:35:00,23:00:00,Greater Los Angeles Area,2013-01-04,2.0,22.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,44.0,41.0,2.0,0.0,2.0,2.0,2.0,1.0,7.0,RIVERSIDE,5.0,3.0,2.0,1.0,1.0,3.0,"[7, 6, nan, nan, nan, nan, nan]",1,5,2,1,1,2,4,2,2,4,4,SAN BERNARDINO,5.0,SAN BERNARDINO,0.0,15.5,-0.8,6.4,2.6,35870.67,0.0,0.0,0.0,0.0,2005.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
2.0,1.0,6.0,40.0,29.3716644816531,14:10:00,13:30:00,Greater Los Angeles Area,2013-01-04,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,16.0,3.0,5.0,44.0,41.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,RANCHO CUCAMONGA,5.0,3.0,2.0,1.0,1.0,3.0,"[6, 7, nan, nan, nan, nan, nan]",1,5,2,1,1,2,4,2,2,4,4,SAN BERNARDINO,5.0,SAN BERNARDINO,0.0,15.5,-0.8,6.4,2.6,35870.67,0.0,0.0,0.0,0.0,2002.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
2.0,1.0,6.0,35.0,29.37166,23:35:00,23:00:00,Greater Los Angeles Area,2013-01-04,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,16.0,3.0,5.0,44.0,41.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,RANCHO CUCAMONGA,5.0,3.0,2.0,1.0,1.0,3.0,"[6, 7, nan, nan, nan, nan, nan]",1,5,2,1,1,2,4,2,2,4,4,SAN BERNARDINO,5.0,SAN BERNARDINO,0.0,15.5,-0.8,6.4,2.6,35870.67,0.0,0.0,0.0,0.0,2002.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
4.0,3.0,5.0,5.0,1.16399329010136,10:35:00,10:30:00,Greater Los Angeles Area,2012-12-10,2.0,34.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,3.0,5.0,44.0,11.0,2.0,0.0,2.0,3.0,0.0,1.0,7.0,TEMECULA,5.0,4.0,4.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,4,4,1,3,2,16,HEMET,2.0,HEMET,1.0,22.1,5.7,13.1,10.6,35770.03,0.0,0.0,0.0,0.0,2003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
4.0,3.0,5.0,3.0,0.0,10:43:00,10:40:00,Greater Los Angeles Area,2012-12-10,2.0,34.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,3.0,5.0,44.0,11.0,2.0,0.0,2.0,3.0,0.0,1.0,7.0,TEMECULA,5.0,4.0,4.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,4,4,1,3,2,16,HEMET,2.0,HEMET,1.0,22.1,5.7,13.1,10.6,35770.03,0.0,0.0,0.0,0.0,2003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
4.0,3.0,5.0,26.0,16.8390821764919,11:23:00,10:57:00,Greater Los Angeles Area,2012-12-10,2.0,34.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,3.0,5.0,44.0,11.0,2.0,0.0,2.0,3.0,0.0,1.0,7.0,TEMECULA,5.0,4.0,4.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,4,4,1,3,2,16,HEMET,2.0,HEMET,1.0,22.1,5.7,13.1,10.6,35770.03,0.0,0.0,0.0,0.0,2003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
4.0,3.0,5.0,40.0,16.4487254288006,14:10:00,13:30:00,Greater Los Angeles Area,2012-12-10,2.0,34.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,3.0,5.0,44.0,11.0,2.0,0.0,2.0,3.0,0.0,1.0,7.0,TEMECULA,5.0,4.0,4.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,2,4,1,1,4,4,1,3,2,16,HEMET,2.0,HEMET,1.0,22.1,5.7,13.1,10.6,35770.03,0.0,0.0,0.0,0.0,2003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
4.0,3.0,6.0,15.0,4.02200631798454,09:30:00,09:15:00,Greater Los Angeles Area,2012-11-25,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,71.0,27.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,SAN JACINTO,5.0,2.0,2.0,2.0,1.0,1.0,"[5, nan, nan, nan, nan, nan, nan]",1,3,2,1,1,6,4,3,1,4,8,HEMET,3.0,HEMET,0.0,24.8,8.9,16.7,15.0,36554.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,6.0,15.0,4.022,12:00:00,11:45:00,Greater Los Angeles Area,2012-11-25,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,71.0,27.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,SAN JACINTO,5.0,2.0,2.0,2.0,1.0,1.0,"[5, nan, nan, nan, nan, nan, nan]",1,3,2,1,1,6,4,3,1,4,8,HEMET,3.0,HEMET,0.0,24.8,8.9,16.7,15.0,36554.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,20.0,0.449287177310532,10:20:00,10:00:00,Greater Los Angeles Area,2013-01-04,1.0,25.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,MORENO VALLEY,5.0,1.0,4.0,2.0,1.0,1.0,"[2, 6, 5, 4, 3, nan, nan]",2,2,2,1,1,7,2,2,1,2,8,MORENO VALLEY,2.0,MORENO VALLEY,0.0,16.1,-1.0,7.0,3.6,35912.23,0.0,0.0,0.0,0.0,2008.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,0.0,1.0,24.0,0.449287177310373,10:45:00,10:21:00,Greater Los Angeles Area,2013-01-04,1.0,25.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,MORENO VALLEY,5.0,1.0,4.0,2.0,1.0,1.0,"[2, 6, 5, 4, 3, nan, nan]",2,2,2,1,1,7,2,2,1,2,8,MORENO VALLEY,2.0,MORENO VALLEY,0.0,16.1,-1.0,7.0,3.6,35912.23,0.0,0.0,0.0,0.0,2008.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,0.0,5.0,45.0,37.18975,13:15:00,12:30:00,Greater Los Angeles Area,2013-01-04,1.0,25.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,MORENO VALLEY,5.0,1.0,4.0,2.0,1.0,1.0,"[2, 6, 5, 4, 3, nan, nan]",2,2,2,1,1,7,2,2,1,2,8,MORENO VALLEY,2.0,MORENO VALLEY,0.0,16.1,-1.0,7.0,3.6,35912.23,0.0,0.0,0.0,0.0,2008.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,0.0,5.0,40.0,37.1897505065748,22:10:00,21:30:00,Greater Los Angeles Area,2013-01-04,1.0,25.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,45.0,1.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,MORENO VALLEY,5.0,1.0,4.0,2.0,1.0,1.0,"[2, 6, 5, 4, 3, nan, nan]",2,2,2,1,1,7,2,2,1,2,8,MORENO VALLEY,2.0,MORENO VALLEY,0.0,16.1,-1.0,7.0,3.6,35912.23,0.0,0.0,0.0,0.0,2008.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,0.0,5.0,30.0,13.3201846544979,14:30:00,14:00:00,Greater Los Angeles Area,2013-01-26,1.0,29.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,40.0,1.0,5.0,23.0,47.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,,,3.0,2.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,6,4,3,2,4,8,TEMECULA,3.0,TEMECULA,55.0,15.8,12.4,13.8,13.8,37464.25,8.9,8.9,0.0,20.0,2001.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0
1.0,0.0,5.0,30.0,13.0337483983159,18:30:00,18:00:00,Greater Los Angeles Area,2013-01-26,1.0,29.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,40.0,1.0,5.0,23.0,47.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,,,3.0,2.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,6,4,3,2,4,8,TEMECULA,3.0,TEMECULA,55.0,15.8,12.4,13.8,13.8,37464.25,8.9,8.9,0.0,20.0,2001.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0
1.0,0.0,5.0,30.0,7.48206,06:00:00,05:30:00,Greater Los Angeles Area,2013-01-26,2.0,27.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,30.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,MENIFEE,5.0,3.0,2.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,3,1,1,6,4,3,2,4,8,TEMECULA,3.0,TEMECULA,55.0,15.8,12.4,13.8,13.8,37464.25,8.9,8.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,20.0,7.48206334804108,12:20:00,12:00:00,Greater Los Angeles Area,2013-01-26,2.0,27.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,30.0,2.0,5.0,44.0,41.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,MENIFEE,5.0,3.0,2.0,2.0,1.0,1.0,"[1, 2, 3, 4, 5, 6, 7]",1,3,3,1,1,6,4,3,2,4,8,TEMECULA,3.0,TEMECULA,55.0,15.8,12.4,13.8,13.8,37464.25,8.9,8.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,23.0,3.75727134410807,05:01:00,04:38:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,7.0,3.72556425072453,05:18:00,05:11:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,146.0,132.871559537403,07:52:00,05:26:00,Riverside-San Bernardino,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,144.0,110.175834370887,15:00:00,12:36:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,50.0,26.7214967694767,16:20:00,15:30:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,36.0,15.059317940206,18:36:00,18:00:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,25.0,15.3414786704066,20:11:00,19:46:00,Greater Los Angeles Area,2013-01-09,1.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,54.0,15.0,2.0,0.0,2.0,1.0,0.0,2.0,5.0,IRVINE,5.0,3.0,7.0,2.0,1.0,4.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,1,1,1,8,3,3,1,3,12,IRVINE,3.0,IRVINE,3.0,18.6,6.8,12.2,11.1,36237.48,0.0,0.0,0.0,0.0,2007.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
2.0,0.0,5.0,75.0,23.1655800582504,09:00:00,07:45:00,Greater Los Angeles Area,2013-01-28,1.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,61.0,25.0,2.0,0.0,2.0,4.0,3.0,1.0,7.0,FULLERTON,5.0,3.0,3.0,1.0,1.0,1.0,"[2, 4, 7, nan, nan, nan, nan]",2,5,3,1,1,6,5,4,3,5,10,LAKE FOREST,5.0,LAKE FOREST,51.0,14.6,6.4,10.3,8.1,37715.37,0.1,0.1,0.0,1.0,2004.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,60.0,26.6437132167991,14:00:00,13:00:00,Greater Los Angeles Area,2013-01-28,1.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,61.0,25.0,2.0,0.0,2.0,4.0,3.0,1.0,7.0,FULLERTON,5.0,3.0,3.0,1.0,1.0,1.0,"[2, 4, 7, nan, nan, nan, nan]",2,5,3,1,1,6,5,4,3,5,10,LAKE FOREST,5.0,LAKE FOREST,51.0,14.6,6.4,10.3,8.1,37715.37,0.1,0.1,0.0,1.0,2004.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,15.0,4.97230380529593,18:15:00,18:00:00,Greater Los Angeles Area,2013-01-28,1.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,2.0,5.0,61.0,25.0,2.0,0.0,2.0,4.0,3.0,1.0,7.0,FULLERTON,5.0,3.0,3.0,1.0,1.0,1.0,"[2, 4, 7, nan, nan, nan, nan]",2,5,3,1,1,6,5,4,3,5,10,LAKE FOREST,5.0,LAKE FOREST,51.0,14.6,6.4,10.3,8.1,37715.37,0.1,0.1,0.0,1.0,2004.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,10.0,1.94773993854603,04:00:00,03:50:00,Greater Los Angeles Area,2013-01-28,1.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,5.0,72.0,35.0,2.0,0.0,2.0,6.0,0.0,1.0,6.0,IRVINE,5.0,3.0,3.0,2.0,1.0,1.0,"[1, 3, 6, nan, nan, nan, nan]",2,5,3,1,1,6,5,4,3,5,10,LAKE FOREST,5.0,LAKE FOREST,51.0,14.6,6.4,10.3,8.1,37715.37,0.1,0.1,0.0,1.0,1999.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
